user1	user2	co-occurance number
17501	5015	10
17501	17885	7
17501	112	8
17501	17196	8
17501	5768	9
17501	22241	7
17501	9438	12
17501	11599	7
17501	8297	7
17501	18504	7
17501	920	9
17501	20728	8
17501	2527	11
17501	5387	9
17501	17172	7
17501	10099	8
17501	16181	7
17501	15805	7
17501	5070	7
17501	23117	8
17501	30937	7
17501	5825	7
17501	13147	9
17501	10310	7
17501	2178	8
17501	782	7
17501	22881	7
17501	14266	7
17501	17489	10
17501	17225	9
17501	6518	8
17501	8543	7
17501	25093	7
17501	1152	8
17501	3983	9
17501	26191	7
17501	31016	9
17501	7117	9
17501	6915	7
17501	27428	10
17501	18513	7
17501	8796	8
17501	17138	7
17501	16307	7
17501	6198	7
17501	22459	11
17501	8753	8
17501	16865	8
17501	22873	7
17501	4785	9
17501	12509	9
17501	22502	7
17501	5022	9
17501	18155	9
17501	24325	9
17501	29249	10
17501	889	7
17501	1621	9
17501	5341	11
17501	18094	7
17501	2321	8
17501	12195	9
17501	9052	9
17501	4729	10
17501	7183	7
17501	23688	8
17501	811	11
17501	20687	7
17501	223	14
17501	1245	9
17501	15848	11
17501	26227	7
17501	64	7
17501	26110	9
17501	26048	8
17501	22940	8
17501	18840	7
17501	15808	9
17501	4184	7
17501	4732	10
17501	2044	11
17501	24690	10
17501	13658	7
17501	24274	10
17501	3307	11
17501	27561	7
17501	3976	8
17501	27523	12
17501	2507	8
17501	13503	7
17501	25058	8
17501	748	9
17501	30823	9
17501	17865	7
17501	10352	10
17501	7017	8
17501	6811	9
17501	28237	7
17501	11260	7
17501	846	7
17501	22780	10
17501	15853	9
17501	17149	8
17501	4053	9
17501	6852	7
17501	21960	7
17501	29117	10
17501	5514	10
17501	7102	11
17501	15239	7
17501	23664	7
17501	25113	7
17501	28113	9
17501	4653	7
17501	648	8
17501	8811	7
17501	11256	7
17501	26355	7
17501	12390	8
17501	4275	10
17501	25332	7
17501	1905	8
17501	4455	8
17501	17809	10
17501	4680	11
17501	12464	8
17501	7879	9
17501	15076	7
17501	13315	8
17501	1926	8
17501	10285	8
17501	28800	7
17501	10312	8
17501	1144	8
17501	26918	9
17501	11329	7
17501	16572	7
17501	28787	9
17501	16595	8
17501	29972	7
17501	4261	9
17501	27205	7
17501	7505	7
17501	74	8
17501	20324	8
17501	21109	8
17501	8735	10
17501	7841	7
17501	20816	9
17501	10709	8
17501	12320	10
17501	13710	7
17501	17856	10
17501	24094	9
17501	21609	7
17501	312	10
17501	1026	8
17501	11493	7
17501	2889	9
17501	8417	10
17501	2024	9
17501	20520	10
17501	17376	12
17501	18282	7
17501	21659	8
17501	7467	10
17501	13578	11
17501	27482	11
17501	2084	12
17501	15922	11
17501	30835	7
17501	6078	7
17501	30392	9
17501	9903	8
17501	15603	11
17501	16926	11
17501	24146	7
17501	28642	12
17501	5769	8
17501	29572	11
17501	2946	7
17501	99	7
17501	29620	7
17501	10978	9
17501	13311	7
17501	5657	7
17501	71	8
17501	13256	9
17501	23910	12
17501	19325	8
17501	26288	10
17501	22794	8
17501	27950	7
17501	12207	9
17501	12029	11
17501	2493	13
17501	14050	10
17501	23709	9
17501	16885	8
17501	3313	10
17501	15823	11
17501	3704	7
17501	25456	8
17501	27443	7
17501	27629	10
17501	22205	11
17501	670	7
17501	11218	7
17501	18737	7
17501	15923	8
17501	18016	9
17501	2445	10
17501	227	10
17501	26371	7
17501	27420	8
17501	24469	10
17501	5297	7
17501	15937	10
17501	5142	10
17501	4931	7
17501	22963	11
17501	4649	9
17501	2767	7
17501	19089	8
17501	14680	7
17501	12261	7
17501	11269	11
17501	12818	11
17501	30896	11
17501	12300	7
17501	14112	7
17501	1255	8
10873	30322	8
10873	236	7
10873	10985	8
10873	18662	7
10873	18012	8
10873	2454	8
10873	29339	8
10873	27256	8
10873	12076	7
10873	24149	7
10873	15725	8
10873	9991	8
10873	9974	7
10873	10386	7
10873	510	8
10873	9018	10
10873	7726	7
10873	8191	8
10873	24504	7
10873	8816	8
10873	25420	8
10873	24200	8
10873	10392	7
10873	18193	8
10873	1188	7
10873	28944	7
10873	4124	7
10873	21666	7
10873	5389	7
10873	19227	7
10873	28956	9
10873	18487	8
10873	15344	8
10873	5375	9
10873	25326	8
10873	22896	7
10873	17478	7
10873	15978	7
10873	4682	7
10873	6593	8
10873	455	8
10873	15604	7
10873	16719	7
10873	5370	7
10873	17811	8
10873	26158	8
10873	16901	9
10873	16909	10
10873	26404	8
10873	17603	8
10873	10143	7
10873	17196	7
10873	5768	8
10873	9438	8
10873	5387	7
10873	15805	7
10873	23117	7
10873	13147	7
10873	31016	7
10873	18513	7
10873	8796	7
10873	22502	7
10873	5022	8
10873	18155	7
10873	29249	8
10873	4729	8
10873	223	10
10873	4732	9
10873	24690	8
10873	3307	9
10873	23011	7
10873	13503	7
10873	10352	9
10873	7017	7
10873	846	7
10873	17149	9
10873	29117	8
10873	7102	10
10873	28113	7
10873	25332	8
10873	12464	8
10873	7879	7
10873	10285	7
10873	26918	7
10873	28787	8
10873	7505	8
10873	12320	9
10873	17856	9
10873	2024	7
10873	20520	8
10873	21659	7
10873	13578	8
10873	2084	8
10873	30392	7
10873	16926	8
10873	10978	7
10873	5657	8
10873	13256	7
10873	23910	9
10873	19325	7
10873	16885	7
10873	3313	8
10873	27629	8
10873	22205	10
10873	227	7
10873	24469	8
10873	15937	7
10873	4649	7
10873	2572	7
10873	12818	9
10873	30896	9
23255	30322	7
23255	11153	7
23255	10985	7
23255	18012	7
23255	2454	7
23255	4266	7
23255	15725	7
23255	9643	7
23255	9991	7
23255	27132	7
23255	510	7
23255	9018	7
23255	8816	7
23255	25420	7
23255	24939	7
23255	28944	7
23255	4124	7
23255	7180	7
23255	10700	7
23255	6345	7
23255	28956	7
23255	7932	7
23255	6593	7
23255	16909	7
23255	9438	7
23255	920	7
23255	17489	7
23255	17225	7
23255	29249	7
23255	811	7
23255	223	7
23255	1245	7
23255	15848	7
23255	3307	7
23255	27523	7
23255	10352	7
23255	29117	7
23255	7102	7
23255	648	7
23255	17809	7
23255	10312	7
23255	26918	7
23255	20324	7
23255	12320	7
23255	17856	7
23255	20520	7
23255	7467	7
23255	2084	7
23255	15922	7
23255	15603	7
23255	13256	7
23255	23910	7
23255	26288	7
23255	12029	7
23255	14050	7
23255	15823	7
23255	27629	7
23255	22205	7
23255	227	7
23255	4649	7
23255	12818	7
23255	30896	7
26646	30322	10
26646	20296	7
26646	236	7
26646	11306	7
26646	11153	9
26646	10985	10
26646	18662	8
26646	18012	9
26646	25528	9
26646	2193	7
26646	18611	7
26646	17263	8
26646	2454	9
26646	8427	10
26646	26980	7
26646	8824	7
26646	4266	10
26646	7473	9
26646	12178	7
26646	11938	10
26646	27268	7
26646	29339	7
26646	27256	8
26646	24268	7
26646	11660	9
26646	12076	8
26646	2196	8
26646	15755	8
26646	2421	8
26646	16136	7
26646	24149	8
26646	19558	7
26646	15725	8
26646	9643	7
26646	9991	9
26646	5397	7
26646	10697	9
26646	9974	7
26646	26797	7
26646	10386	7
26646	14919	7
26646	12759	7
26646	18229	9
26646	9329	7
26646	20629	10
26646	4960	7
26646	28880	8
26646	510	8
26646	9018	10
26646	404	7
26646	28091	7
26646	7726	8
26646	29883	8
26646	4026	7
26646	25047	9
26646	8191	7
26646	15734	8
26646	15729	10
26646	24504	8
26646	8816	9
26646	25420	10
26646	23259	8
26646	12313	8
26646	19638	9
26646	18438	7
26646	24200	8
26646	2969	7
26646	19180	7
26646	10392	8
26646	5121	7
26646	18193	10
26646	17507	8
26646	11	8
26646	1188	8
26646	24939	7
26646	28944	8
26646	4124	8
26646	21666	7
26646	17877	8
26646	5389	8
26646	243	8
26646	7180	8
26646	3272	7
26646	10700	8
26646	1019	9
26646	19227	9
26646	6345	10
26646	8524	7
26646	591	8
26646	10698	7
26646	30596	7
26646	28956	9
26646	18487	9
26646	13729	8
26646	15344	8
26646	8474	7
26646	5375	9
26646	25326	8
26646	22896	7
26646	17478	8
26646	27126	9
26646	4682	7
26646	7932	10
26646	6593	9
26646	455	8
26646	15604	9
26646	16719	8
26646	20102	8
26646	5370	9
26646	17811	8
26646	29717	8
26646	26158	10
26646	23819	7
26646	16901	8
26646	23182	10
26646	5797	7
26646	28669	7
26646	11387	8
26646	16909	9
26646	17346	10
26646	29782	8
26646	27436	9
26646	8637	10
26646	6349	9
26646	30277	7
26646	1959	10
26646	11500	7
26646	24475	7
26646	16983	7
26646	30374	8
26646	26404	9
26646	27163	8
26646	9331	7
26646	17603	8
26646	24626	7
26646	2536	8
26646	19296	9
26646	11415	9
26646	11941	8
26646	13444	7
26646	23545	7
26646	13258	7
26646	10143	7
26646	5015	10
26646	17196	8
26646	5768	9
26646	9438	10
26646	11599	7
26646	8297	7
26646	920	8
26646	20728	8
26646	2527	9
26646	5387	9
26646	17172	7
26646	10099	7
26646	16181	7
26646	5070	7
26646	23117	9
26646	30937	7
26646	15094	7
26646	13147	9
26646	10310	7
26646	2178	7
26646	22881	7
26646	14266	7
26646	17489	9
26646	24687	7
26646	17225	9
26646	6518	8
26646	1152	8
26646	3983	10
26646	31016	9
26646	7117	10
26646	27428	9
26646	18513	7
26646	8712	7
26646	8796	7
26646	17138	7
26646	16307	7
26646	22459	8
26646	22979	7
26646	8753	7
26646	16865	8
26646	4785	7
26646	12509	9
26646	22502	7
26646	18155	9
26646	24325	7
26646	29249	10
26646	1621	9
26646	5341	10
26646	2321	8
26646	12195	9
26646	9052	9
26646	4729	8
26646	23688	7
26646	811	9
26646	20687	7
26646	223	10
26646	1245	8
26646	15848	10
26646	26110	8
26646	26048	7
26646	22940	9
26646	15808	8
26646	4184	7
26646	4732	8
26646	2044	9
26646	24690	9
26646	13658	7
26646	24274	9
26646	3307	10
26646	27523	9
26646	13503	7
26646	25058	7
26646	748	9
26646	30823	9
26646	16884	7
26646	10352	10
26646	7017	7
26646	6811	8
26646	11260	7
26646	16003	7
26646	22780	10
26646	15853	9
26646	17149	8
26646	4053	9
26646	21960	7
26646	29117	9
26646	5514	8
26646	7102	10
26646	30952	7
26646	23664	7
26646	25113	7
26646	28113	7
26646	23846	7
26646	4653	7
26646	648	7
26646	11256	7
26646	26355	7
26646	12390	7
26646	4275	9
26646	25332	7
26646	1905	7
26646	4455	7
26646	17809	9
26646	4680	9
26646	12464	8
26646	7879	8
26646	13315	9
26646	1926	7
26646	10285	8
26646	10312	8
26646	1144	7
26646	26918	9
26646	11329	7
26646	16572	7
26646	28787	9
26646	16595	8
26646	29972	7
26646	4261	8
26646	27205	7
26646	7505	7
26646	74	8
26646	20324	7
26646	21109	7
26646	5495	7
26646	8735	10
26646	7841	7
26646	20816	9
26646	10709	7
26646	12320	9
26646	13710	7
26646	17856	10
26646	24094	9
26646	21609	7
26646	312	10
26646	1026	7
26646	11493	7
26646	2889	8
26646	8417	9
26646	2024	9
26646	20520	9
26646	17376	9
26646	21659	7
26646	7467	9
26646	13578	10
26646	27482	8
26646	2084	10
26646	15922	9
26646	30392	8
26646	15603	9
26646	16926	10
26646	24146	7
26646	28642	10
26646	5769	8
26646	29572	9
26646	2946	7
26646	10978	8
26646	13311	8
26646	5657	7
26646	71	8
26646	13256	9
26646	23910	10
26646	19325	8
26646	26288	8
26646	22794	9
26646	12207	8
26646	12029	9
26646	2493	9
26646	14050	8
26646	23709	8
26646	16885	8
26646	3313	10
26646	15823	9
26646	25456	7
26646	27629	8
26646	22205	10
26646	11218	8
26646	18016	8
26646	26532	7
26646	2445	8
26646	227	7
26646	24469	8
26646	15937	8
26646	5142	7
26646	22963	10
26646	4649	7
26646	2767	7
26646	2572	7
26646	12261	7
26646	11269	8
26646	12818	10
26646	30896	9
26646	1255	7
30322	20296	8
30322	11306	7
30322	11153	7
30322	18662	9
30322	4146	7
30322	30396	8
30322	28489	7
30322	2454	8
30322	16543	8
30322	8824	7
30322	4266	10
30322	11938	8
30322	29339	9
30322	11660	7
30322	12076	9
30322	775	7
30322	15755	8
30322	9643	10
30322	9991	10
30322	10386	7
30322	14919	8
30322	18229	7
30322	4960	8
30322	28880	8
30322	510	10
30322	9018	11
30322	23270	7
30322	8191	8
30322	15729	9
30322	24504	11
30322	25420	13
30322	12313	7
30322	18438	10
30322	26988	8
30322	19180	9
30322	10392	8
30322	5121	8
30322	18193	7
30322	1188	10
30322	18046	7
30322	28944	9
30322	10190	7
30322	21666	8
30322	27493	8
30322	19227	11
30322	11390	8
30322	6345	7
30322	10698	8
30322	17890	7
30322	25326	9
30322	22896	7
30322	17478	10
30322	4682	7
30322	7932	8
30322	7840	7
30322	6593	12
30322	1900	7
30322	16719	9
30322	20102	9
30322	17811	8
30322	16901	10
30322	28669	8
30322	11387	7
30322	16909	7
30322	29782	7
30322	8637	9
30322	6349	8
30322	26404	13
30322	27163	7
30322	17603	9
30322	23545	8
30322	5015	7
30322	1455	7
30322	17196	10
30322	9438	12
30322	5387	11
30322	15805	7
30322	5070	9
30322	23117	10
30322	30937	8
30322	15094	7
30322	1152	7
30322	26191	7
30322	31016	12
30322	6915	7
30322	18513	7
30322	8796	10
30322	16307	8
30322	22459	7
30322	16865	10
30322	22502	9
30322	5022	8
30322	18155	7
30322	24325	8
30322	29249	12
30322	5341	8
30322	4729	9
30322	20687	8
30322	223	8
30322	15848	9
30322	64	7
30322	25555	7
30322	4184	9
30322	4732	11
30322	2044	7
30322	13658	10
30322	24274	8
30322	29242	8
30322	3307	7
30322	7157	7
30322	20473	7
30322	10352	7
30322	7017	7
30322	28237	7
30322	22780	8
30322	6852	7
30322	29117	10
30322	15118	7
30322	30952	8
30322	28113	8
30322	648	10
30322	8811	8
30322	12390	10
30322	13525	7
30322	4275	7
30322	17809	7
30322	7829	8
30322	12464	11
30322	7879	9
30322	13315	7
30322	815	7
30322	10285	11
30322	1520	8
30322	18968	7
30322	26918	11
30322	27468	7
30322	16572	7
30322	28787	13
30322	4672	7
30322	5495	7
30322	8735	8
30322	12320	11
30322	24094	8
30322	21609	7
30322	312	7
30322	1026	7
30322	11493	9
30322	2024	7
30322	24706	7
30322	7467	7
30322	7280	7
30322	2084	12
30322	30835	8
30322	30392	7
30322	15603	7
30322	16926	7
30322	24146	8
30322	28642	9
30322	29620	7
30322	5657	9
30322	13256	8
30322	23910	12
30322	19325	10
30322	12029	7
30322	2493	8
30322	23709	7
30322	15823	8
30322	3704	7
30322	27443	7
30322	22205	13
30322	11218	8
30322	18016	8
30322	24469	10
30322	6672	8
30322	5142	7
30322	22963	8
30322	2767	7
30322	2572	8
30322	12261	8
30322	12818	9
30322	30896	12
30322	1255	8
20296	9643	7
20296	9991	7
20296	510	7
20296	9018	7
20296	24504	8
20296	25420	8
20296	26988	7
20296	10392	7
20296	5121	7
20296	18046	7
20296	28944	7
20296	19227	7
20296	25326	8
20296	17478	7
20296	6593	8
20296	26404	7
20296	17603	7
20296	17196	8
20296	9438	8
20296	5387	7
20296	23117	7
20296	30937	7
20296	31016	7
20296	22502	7
20296	29249	8
20296	4729	8
20296	20687	7
20296	4732	7
20296	7157	7
20296	29117	7
20296	28113	7
20296	648	7
20296	7879	8
20296	28787	7
20296	12320	8
20296	2084	8
20296	23910	7
20296	19325	7
20296	22205	7
20296	24469	7
20296	30896	8
10224	18012	7
10224	4266	7
10224	20629	7
10224	510	7
10224	404	7
10224	13259	7
10224	25326	7
10224	15604	7
10224	17346	7
10224	26404	7
10224	17196	7
10224	811	7
10224	3307	7
10224	27523	7
10224	846	7
10224	29117	7
10224	17809	7
10224	2084	7
10224	15603	7
10224	13256	7
10224	3313	7
10224	15823	7
10224	22205	7
10224	12818	7
24965	18012	7
24965	2454	7
24965	9643	7
24965	8816	8
24965	25420	8
24965	1188	7
24965	4124	7
24965	6593	7
24965	16909	7
24965	29782	7
24965	9438	7
24965	29249	7
24965	3307	7
24965	648	8
24965	12320	7
24965	13578	7
24965	2084	7
24965	13256	7
24965	12818	8
24965	30896	7
11274	2454	8
11274	12076	7
11274	9018	7
11274	28956	7
11274	5375	7
11274	6593	7
11274	5370	7
11274	16909	7
11274	10143	7
11274	9438	7
11274	223	8
11274	4732	8
11274	24690	7
11274	3307	7
11274	13503	7
11274	10352	7
11274	7102	7
11274	28787	7
11274	12320	7
11274	17856	7
11274	30392	7
11274	23910	7
11274	22205	7
11274	24469	7
11274	15937	7
11274	12818	7
236	10985	8
236	18662	8
236	18012	9
236	30396	7
236	2454	8
236	4266	7
236	1400	7
236	29339	8
236	27256	9
236	12076	8
236	24149	7
236	15725	8
236	9643	8
236	9991	8
236	26797	7
236	14919	7
236	9329	8
236	510	9
236	9018	9
236	7726	8
236	29934	7
236	24504	9
236	8816	8
236	25420	9
236	24200	8
236	19180	7
236	18193	8
236	1188	7
236	28944	7
236	4124	7
236	5389	7
236	19227	7
236	11390	7
236	28956	9
236	18487	9
236	15344	9
236	5375	7
236	25326	8
236	22896	7
236	4682	7
236	6593	9
236	455	7
236	15604	10
236	16719	7
236	593	7
236	5370	7
236	17811	7
236	17280	7
236	29717	7
236	26158	7
236	16901	8
236	28669	7
236	16909	9
236	29782	7
236	26404	10
236	17603	7
236	23545	7
236	17196	8
236	5768	7
236	9438	8
236	5387	8
236	5070	7
236	23117	7
236	13147	7
236	1152	8
236	26191	7
236	31016	9
236	8796	7
236	16307	7
236	16865	7
236	5022	7
236	18155	8
236	29249	8
236	4729	7
236	223	10
236	4184	7
236	4732	8
236	24690	7
236	3307	9
236	10352	9
236	846	8
236	17149	7
236	29117	9
236	7102	9
236	28113	8
236	648	8
236	12390	7
236	4455	7
236	7829	7
236	12464	8
236	1926	7
236	10285	8
236	1520	7
236	26918	8
236	28787	8
236	12320	8
236	17856	8
236	2024	8
236	20520	8
236	7280	7
236	13578	7
236	2084	9
236	30835	7
236	30392	7
236	9903	7
236	16926	8
236	28642	7
236	2946	7
236	10978	8
236	5657	8
236	13256	9
236	23910	9
236	3313	8
236	3704	8
236	27629	9
236	22205	11
236	227	8
236	24469	7
236	15937	8
236	4649	7
236	12818	10
236	30896	10
11306	9991	8
11306	510	7
11306	9018	7
11306	25420	7
11306	10392	7
11306	28944	7
11306	19227	7
11306	25326	7
11306	4682	7
11306	6593	7
11306	16719	7
11306	26404	7
11306	17196	7
11306	9438	8
11306	30937	7
11306	29249	7
11306	4729	7
11306	20687	7
11306	4732	7
11306	29117	7
11306	7879	7
11306	28787	7
11306	12320	7
11306	2084	7
11306	23910	7
11306	19325	7
11306	22205	7
11306	24469	8
11306	30896	7
6527	11153	7
6527	2454	8
6527	4266	9
6527	11660	8
6527	9329	7
6527	9018	7
6527	29883	8
6527	10822	7
6527	15729	7
6527	24504	7
6527	25420	8
6527	18438	7
6527	24200	7
6527	18193	7
6527	10190	7
6527	17877	7
6527	19227	7
6527	28956	7
6527	18487	7
6527	7932	7
6527	6593	7
6527	15604	7
6527	593	7
6527	4675	7
6527	11387	7
6527	16909	7
6527	29782	7
6527	8637	7
6527	30374	7
6527	26404	9
6527	27163	9
6527	112	7
6527	9438	7
6527	5387	7
6527	13147	7
6527	1152	8
6527	31016	8
6527	8796	7
6527	5022	7
6527	18155	7
6527	29249	7
6527	12195	7
6527	223	8
6527	15848	9
6527	17356	7
6527	4732	7
6527	24690	7
6527	13658	8
6527	3307	8
6527	10352	8
6527	11260	7
6527	5514	7
6527	7102	7
6527	11256	8
6527	12464	8
6527	10285	9
6527	10312	7
6527	28787	9
6527	27205	7
6527	21109	8
6527	12320	7
6527	17856	7
6527	24094	8
6527	11493	7
6527	2024	7
6527	7467	7
6527	2084	7
6527	30392	7
6527	15603	7
6527	16926	7
6527	28642	7
6527	2946	7
6527	5657	8
6527	13256	8
6527	23910	8
6527	15823	8
6527	22205	8
6527	18016	7
6527	24469	7
6527	5142	8
6527	22963	7
6527	12818	9
6527	30896	7
30854	11153	8
30854	18012	7
30854	25528	7
30854	2454	7
30854	8427	7
30854	26980	7
30854	4266	11
30854	11938	10
30854	29623	8
30854	27256	7
30854	2196	7
30854	24149	8
30854	15725	7
30854	9643	7
30854	2175	7
30854	18229	9
30854	20629	7
30854	510	8
30854	9018	8
30854	7726	7
30854	29883	7
30854	15729	9
30854	24504	10
30854	8816	8
30854	25420	9
30854	23259	7
30854	12313	7
30854	19638	7
30854	24200	7
30854	18193	8
30854	11	8
30854	1188	8
30854	18046	7
30854	4124	7
30854	7180	7
30854	1019	7
30854	6345	9
30854	27460	7
30854	591	8
30854	28956	8
30854	18487	8
30854	15344	7
30854	5375	9
30854	25326	7
30854	17478	7
30854	7932	8
30854	23658	7
30854	6593	9
30854	593	7
30854	26158	7
30854	16901	7
30854	5797	8
30854	11387	8
30854	16909	12
30854	17346	8
30854	29782	7
30854	8637	8
30854	18708	8
30854	6349	10
30854	30277	7
30854	24475	7
30854	26404	7
30854	5098	7
30854	27163	7
30854	17603	8
30854	24626	9
30854	2536	7
30854	19296	8
30854	11415	9
30854	27368	7
30854	5015	9
30854	112	7
30854	17196	7
30854	5768	7
30854	9438	8
30854	2527	10
30854	5070	8
30854	10310	8
30854	2178	9
30854	17489	7
30854	17225	7
30854	6518	8
30854	1152	7
30854	3983	7
30854	31016	7
30854	7117	7
30854	8796	7
30854	22502	7
30854	24325	8
30854	29249	8
30854	889	9
30854	1621	7
30854	5341	10
30854	12195	7
30854	9052	7
30854	4729	8
30854	7183	7
30854	811	8
30854	223	9
30854	1245	7
30854	15848	9
30854	26110	8
30854	4184	7
30854	4732	7
30854	2044	8
30854	24274	9
30854	3307	7
30854	27523	8
30854	25058	7
30854	10352	7
30854	7017	7
30854	6811	8
30854	22780	7
30854	4053	7
30854	5514	7
30854	7102	8
30854	28113	8
30854	648	9
30854	310	7
30854	13525	7
30854	4275	10
30854	1905	7
30854	17809	10
30854	4680	8
30854	7829	8
30854	7879	8
30854	13315	7
30854	1520	7
30854	18968	7
30854	26918	7
30854	28787	7
30854	8735	8
30854	20816	7
30854	12320	7
30854	24094	8
30854	312	8
30854	5220	8
30854	17376	9
30854	7467	8
30854	13578	9
30854	27482	9
30854	2084	8
30854	15922	7
30854	17997	7
30854	9903	8
30854	15603	8
30854	16926	10
30854	28642	11
30854	29572	10
30854	29620	9
30854	13256	7
30854	23910	8
30854	26288	9
30854	12207	7
30854	12029	7
30854	2493	11
30854	14050	7
30854	23709	7
30854	3313	7
30854	15823	8
30854	25456	7
30854	27629	8
30854	22205	9
30854	18016	9
30854	2445	7
30854	24469	7
30854	6672	7
30854	15937	10
30854	5142	7
30854	22963	9
30854	11269	7
30854	12818	9
30854	30896	11
11153	10985	10
11153	18662	9
11153	18012	11
11153	4146	7
11153	2193	7
11153	30396	8
11153	18611	7
11153	28489	7
11153	17493	7
11153	2454	11
11153	16543	8
11153	26980	8
11153	3209	7
11153	28184	7
11153	8824	7
11153	4266	13
11153	12178	8
11153	11938	7
11153	1400	8
11153	29339	10
11153	27256	11
11153	24268	8
11153	11660	10
11153	12076	8
11153	30966	7
11153	15755	7
11153	16136	7
11153	24149	10
11153	24408	7
11153	15725	10
11153	9643	10
11153	23538	7
11153	9991	10
11153	9974	8
11153	4004	7
11153	26797	10
11153	10386	7
11153	2175	8
11153	14919	8
11153	18229	7
11153	9329	8
11153	20629	10
11153	4960	7
11153	27132	8
11153	28880	7
11153	510	11
11153	9018	11
11153	404	7
11153	28091	8
11153	28832	7
11153	7726	10
11153	23270	7
11153	29934	7
11153	29883	11
11153	4026	8
11153	5789	7
11153	25047	8
11153	8191	8
11153	10822	8
11153	15729	7
11153	24504	13
11153	8816	11
11153	25420	12
11153	23259	9
11153	12313	7
11153	27492	7
11153	18438	8
11153	26988	8
11153	24200	10
11153	2969	8
11153	19180	8
11153	10392	8
11153	5121	8
11153	18193	11
11153	18766	7
11153	1188	9
11153	18046	8
11153	24939	8
11153	28944	9
11153	4124	10
11153	10190	7
11153	21827	7
11153	21666	8
11153	17877	9
11153	5389	9
11153	7180	11
11153	10700	8
11153	27493	8
11153	19227	10
11153	11390	7
11153	6345	10
11153	8524	7
11153	27460	9
11153	10698	7
11153	17890	7
11153	30596	7
11153	22904	7
11153	28956	11
11153	18487	11
11153	13729	8
11153	15344	11
11153	8474	7
11153	5375	10
11153	25326	10
11153	22896	8
11153	17478	9
11153	15978	9
11153	30503	8
11153	27126	9
11153	4682	8
11153	7932	12
11153	23658	8
11153	6593	12
11153	455	9
11153	1900	7
11153	15604	10
11153	16719	9
11153	593	9
11153	20102	8
11153	5370	9
11153	17811	9
11153	4675	7
11153	17280	7
11153	4426	7
11153	29717	9
11153	26158	10
11153	23819	7
11153	16901	10
11153	24258	7
11153	28669	8
11153	11387	10
11153	16909	13
11153	17346	11
11153	29782	9
11153	8637	7
11153	30277	7
11153	11500	7
11153	30374	8
11153	26404	11
11153	5098	7
11153	27163	10
11153	17603	10
11153	24626	8
11153	19296	10
11153	11941	8
11153	13444	8
11153	23545	8
11153	27368	7
11153	10143	8
11153	112	10
11153	1455	7
11153	17196	10
11153	3214	7
11153	5768	9
11153	22241	7
11153	9438	11
11153	11599	7
11153	8297	8
11153	18504	8
11153	920	10
11153	5387	10
11153	10099	9
11153	15805	7
11153	5070	10
11153	23117	9
11153	30937	9
11153	5825	8
11153	13147	10
11153	10310	9
11153	26539	7
11153	782	8
11153	17489	11
11153	17225	10
11153	8543	7
11153	25093	7
11153	1152	10
11153	3983	10
11153	26191	7
11153	31016	11
11153	7117	10
11153	6915	7
11153	18513	7
11153	8796	11
11153	16307	8
11153	29414	7
11153	6198	7
11153	16865	9
11153	22873	7
11153	4785	9
11153	22502	10
11153	5022	9
11153	18155	10
11153	24325	10
11153	29249	12
11153	10189	7
11153	6810	7
11153	889	8
11153	5341	8
11153	12195	10
11153	4729	10
11153	7183	7
11153	811	11
11153	20687	9
11153	223	12
11153	1245	10
11153	15848	12
11153	64	7
11153	22940	8
11153	18840	7
11153	17356	9
11153	4184	8
11153	4732	11
11153	4431	7
11153	24690	9
11153	13658	9
11153	24274	7
11153	29242	8
11153	3307	11
11153	13727	7
11153	7157	7
11153	23011	7
11153	27523	10
11153	2507	8
11153	13503	7
11153	15925	7
11153	25058	7
11153	20473	7
11153	17865	7
11153	10352	11
11153	22463	7
11153	18827	8
11153	7017	9
11153	6811	9
11153	28237	7
11153	11260	7
11153	846	9
11153	15853	9
11153	17149	9
11153	4053	9
11153	6852	7
11153	29117	10
11153	13133	7
11153	5514	10
11153	7102	11
11153	28113	9
11153	648	11
11153	8811	8
11153	11256	8
11153	26355	7
11153	12390	9
11153	10777	8
11153	13525	8
11153	25332	8
11153	1905	8
11153	4455	8
11153	17809	14
11153	4680	7
11153	7829	8
11153	12464	9
11153	7879	9
11153	815	7
11153	1926	8
11153	10285	10
11153	28800	7
11153	1520	8
11153	10312	9
11153	1144	9
11153	18968	7
11153	26918	10
11153	11329	7
11153	27468	7
11153	16572	7
11153	28787	11
11153	29972	9
11153	27205	8
11153	7505	8
11153	20324	8
11153	21109	10
11153	8735	7
11153	10221	8
11153	133	7
11153	7841	8
11153	10709	9
11153	12320	11
11153	13710	7
11153	17856	10
11153	24094	11
11153	21609	7
11153	11493	8
11153	2889	9
11153	2024	10
11153	5220	8
11153	20520	10
11153	17376	7
11153	21659	7
11153	7467	12
11153	7280	8
11153	13578	10
11153	2084	11
11153	19282	7
11153	15922	11
11153	30835	8
11153	17997	8
11153	30392	9
11153	9903	7
11153	15603	12
11153	16926	11
11153	24146	7
11153	28642	8
11153	2946	8
11153	99	7
11153	29620	8
11153	10978	9
11153	5657	9
11153	23878	7
11153	13256	11
11153	23910	11
11153	19325	9
11153	26288	11
11153	22794	9
11153	13917	7
11153	12029	11
11153	2493	8
11153	14050	10
11153	16885	8
11153	3313	10
11153	15823	12
11153	3704	7
11153	12377	7
11153	25456	9
11153	27443	7
11153	27629	10
11153	22205	12
11153	670	8
11153	11218	7
